Ticker,Date,Open,High,Low,Close,Volume
GE,2018-01-04,84.13184356689453,84.54047176557756,83.0875771253774,83.45079897842545,17225995
GE,2018-01-05,84.17723846435547,85.67553924642044,83.99562756253067,85.6301329069608,16667865
GE,2018-01-08,82.99678802490234,84.90371035736165,82.17953146641445,84.76750574961989,17130657
GE,2018-01-09,84.26803588867188,84.72206309998744,82.2248953677363,83.22376246063675,13855205
GE,2018-01-10,85.94795989990234,86.53819897437134,84.35885358740776,84.40425270113224,17177522
GE,2018-01-11,86.35659790039062,88.03650985970118,86.26579243459071,87.31005890529377,20808952
GE,2018-01-12,85.1761245727539,86.94684210088937,84.90370093149573,86.81063028026028,18169606
GE,2018-01-16,82.67894744873047,84.04103660132,81.54386833623401,83.17838110174768,42912819
GE,2018-01-17,78.7743148803711,80.36342193033799,78.36568652717838,80.13640457233967,39131904
GE,2018-01-18,76.14088439941406,79.3644952380694,76.09547807036013,79.00127351765902,35944841
GE,2018-01-19,73.8253402709961,75.95927907910618,72.73566769859794,75.59605729764229,44851332
GE,2018-01-22,73.41674041748047,74.14319148809038,71.7368281894526,72.19085559107799,28005019
GE,2018-01-23,76.68576049804688,77.32140609748964,73.87076888338514,74.00698071983983,25714786
GE,2018-01-24,74.6426010131836,78.81968066419853,73.77993838812151,77.18516809292882,34850262
GE,2018-01-25,73.46212005615234,75.45985454937846,73.23511002956381,74.91502181195716,19834813
GE,2018-01-26,73.23511505126953,73.37131963096068,72.32705319862788,73.23511505126953,18965005
GE,2018-01-29,73.9161605834961,74.5972051747261,72.50866505521705,72.73568232829636,15469060
GE,2018-01-30,72.41783142089844,73.87072550180974,72.41783142089844,73.09887574720078,14242064
GE,2018-01-31,73.41674041748047,73.87076781910588,72.59948386654548,72.9173066616879,16018822
GE,2018-02-01,72.7356948852539,73.14432315613834,72.28166026071158,72.91730584386717,11022366
GE,2018-02-02,71.01036071777344,72.3270507203887,70.82874979906946,72.14543980168472,17171805
GE,2018-02-05,67.6959457397461,70.96496442336263,67.6959457397461,70.28391976777692,25715850
GE,2018-02-06,69.3304443359375,69.64826703685281,66.78787718462922,67.28731079235126,26462505
GE,2018-02-07,69.23965454101562,70.4655392812043,69.23965454101562,69.51207096283241,15859821
GE,2018-02-08,65.60738372802734,69.05801944302837,65.60738372802734,68.96721400084479,28928098
GE,2018-02-09,67.83216094970703,68.24078920906769,64.6085412271992,66.69708164837088,26929053
GE,2018-02-12,67.28731536865234,68.74020994992652,67.10569722148642,68.37698811160988,15771182
GE,2018-02-13,66.60626983642578,67.15110987308765,65.97063155966327,66.92409258881118,15378459
GE,2018-02-14,67.65055084228516,68.24079006251925,66.47007240181698,66.69708248251612,17926577
GE,2018-02-15,67.42352294921875,68.7402130138155,67.06030109471259,67.78674480372491,11452419
GE,2018-02-16,68.33159637451172,69.14885291343012,67.24192339862357,67.4235343566034,13505612
GE,2018-02-20,66.92411041259766,67.96838441598253,66.37927745883962,67.74136707124491,12867294
GE,2018-02-21,65.78901672363281,66.87868950435511,65.60739857017255,66.7878840416289,20472151
GE,2018-02-22,66.37926483154297,68.42239886148644,65.78902562991426,65.97063657995251,16379390
GE,2018-02-23,66.33348846435547,67.15750120581308,66.33348846435547,66.5166024069016,11040854
GE,2018-02-26,67.06592559814453,67.20326466080364,63.86141063058217,65.87567801451566,30302034
GE,2018-02-27,66.37925720214844,69.4922158026606,66.37925720214844,67.15749503031988,19410582
GE,2018-02-28,64.59387969970703,66.9286002625879,64.50232274506716,66.83704330794805,18490403
GE,2018-03-01,64.1818618774414,65.28055248601021,63.86140893164533,64.82276776903355,19170976
GE,2018-03-02,64.63967895507812,65.18902817829647,63.95299789192655,64.04455488115819,15572368
GE,2018-03-05,66.01303100585938,67.06593974899185,64.63966195296382,64.91434013623886,18247395
GE,2018-03-06,67.02017211914062,67.15750393772325,66.42504813774302,66.83705816914556,12124707
GE,2018-03-07,66.42501831054688,66.7912460460877,64.91431796970484,66.28767926580703,17318787
GE,2018-03-08,66.47080993652344,67.02015896652696,65.96724302894766,66.37925297949383,10348638
GE,2018-03-09,68.39352416992188,68.43930629473276,66.42503855957993,66.92860549336814,13386967
GE,2018-03-12,69.1259765625,70.17888510576284,68.48507064028772,68.75974148359647,14653629
GE,2018-03-13,66.05879211425781,67.47793571084706,65.64678221280771,67.24903970163588,24772029
GE,2018-03-14,65.32633972167969,66.79125821864521,65.18900065191009,66.19613439601933,11907699
GE,2018-03-15,65.73835754394531,66.60815232282148,65.28056544824375,65.50946149609453,9895779
GE,2018-03-16,65.50946044921875,66.01302737374743,64.91433656457815,65.64679224547356,23889514
GE,2018-03-19,64.41075897216797,65.37211053803468,64.09030602093742,65.28055359308665,13810133
GE,2018-03-20,62.44229888916016,64.59390643324919,62.35074189662751,64.54812429306848,18554546
GE,2018-03-21,63.54096603393555,63.9072011532565,62.12182954297957,62.5338394973244,13592791
GE,2018-03-22,61.114688873291016,63.12895277274018,60.97735344367437,62.94583886658466,14862500
GE,2018-03-23,59.8328857421875,61.57247882600917,59.60398970984263,61.343582793664304,17536442
GE,2018-03-26,59.00888442993164,60.61114258502874,58.2764249124839,60.56536409293288,22000434
GE,2018-03-27,61.52669525146485,62.80850717206564,58.68841512628243,59.14619989233585,32336072
GE,2018-03-28,62.62539291381836,63.86142285079601,59.92444791931207,61.89293720701065,29025877
GE,2018-03-29,61.70983505249024,62.53385516767093,61.114707389352006,62.167619956575166,15548310
GE,2018-04-02,60.06178665161133,61.9844975628673,59.32932726080178,61.57248756132482,15041824
GE,2018-04-03,60.10756301879883,60.15334150136752,58.59686216229234,60.06178453623014,12474884
GE,2018-04-04,60.794246673583984,60.88580728680999,58.55108634977256,58.68842544765484,11929712
GE,2018-04-05,61.48093032836914,62.07605426407444,60.29068245695854,60.84002790867985,11168889
GE,2018-04-06,59.78711318969727,61.664041892590966,59.19198563296829,60.97736101532871,13242927
GE,2018-04-09,58.73419570922852,60.244896423120345,58.68841723098146,59.97022190972504,14258423
GE,2018-04-10,59.74131774902344,60.153323972078816,59.28352941282746,59.55820022819771,11982984
GE,2018-04-11,59.37510299682617,59.87866994342325,58.825757568166935,59.10042846053993,10479010
GE,2018-04-12,60.33644485473633,60.65689415718978,59.37508965955112,59.64976049022551,13277419
GE,2018-04-13,61.75558471679688,62.62537932379442,61.16046094024727,61.3893569428663,14850168
