filed_at,company_name,form_type,url
2023-12-18T16:22:02-05:00,BioNTech SE,6-K,https://www.sec.gov/Archives/edgar/data/1776985/000177698523000078/form6-kbiontechafricasitei.htm
2023-12-18T12:33:45-05:00,VANGUARD GROUP INC,13F-HR/A,https://www.sec.gov/Archives/edgar/data/102909/000110465923126756/xslForm13F_X02/primary_doc.xml
2023-12-18T12:23:04-05:00,CoreFirst Bank & Trust,13F-HR,https://www.sec.gov/Archives/edgar/data/1845199/000184519923000004/xslForm13F_X02/primary_doc.xml
2023-12-15T16:41:22-05:00,Next.e.GO N.V.,F-1/A,https://www.sec.gov/Archives/edgar/data/1942808/000121390023096122/ff12023a2_nextego.htm
2023-12-15T15:03:56-05:00,Ferrovial SE,DRSLTR,https://www.sec.gov/Archives/edgar/data/1468522/000110465923126337/filename1.htm
2023-12-15T15:02:54-05:00,Ferrovial SE,DRS/A,https://www.sec.gov/Archives/edgar/data/1468522/000110465923126335/filename1.htm
2023-12-13T15:56:22-05:00,"SE-0919 Fund I, a series of DLGAMGCRJ Ventures, LP",D,https://www.sec.gov/Archives/edgar/data/1996407/000199640723000002/xslFormDX01/primary_doc.xml
2023-12-13T14:20:37-05:00,Polar Capital Holdings Plc,13F-HR/A,https://www.sec.gov/Archives/edgar/data/1837309/000117266123004079/xslForm13F_X02/primary_doc.xml
2023-12-13T14:19:58-05:00,Polar Capital Holdings Plc,13F-HR/A,https://www.sec.gov/Archives/edgar/data/1837309/000117266123004078/xslForm13F_X02/primary_doc.xml
2023-12-13T12:53:53-05:00,"Continuum Advisory, LLC",13F-HR/A,https://www.sec.gov/Archives/edgar/data/1846532/000184653223000030/xslForm13F_X02/primary_doc.xml
2023-12-13T12:52:48-05:00,"Continuum Advisory, LLC",13F-HR/A,https://www.sec.gov/Archives/edgar/data/1846532/000184653223000029/xslForm13F_X02/primary_doc.xml
2023-12-13T12:51:19-05:00,"Continuum Advisory, LLC",13F-HR/A,https://www.sec.gov/Archives/edgar/data/1846532/000184653223000028/xslForm13F_X02/primary_doc.xml
2023-12-12T17:14:08-05:00,"Fisher Asset Management, LLC",13F-HR/A,https://www.sec.gov/Archives/edgar/data/850529/000085052923000012/xslForm13F_X02/primary_doc.xml
2023-12-12T16:53:08-05:00,"Fisher Asset Management, LLC",13F-HR/A,https://www.sec.gov/Archives/edgar/data/850529/000085052923000011/xslForm13F_X02/primary_doc.xml
2023-12-12T16:09:03-05:00,Bertelsmann SE & Co. KGaA,SC 13D/A,https://www.sec.gov/Archives/edgar/data/1087051/000095010323017419/dp203911_sc13da-23.htm
2023-12-12T16:09:03-05:00,Afya Ltd,SC 13D/A,https://www.sec.gov/Archives/edgar/data/1087051/000095010323017419/dp203911_sc13da-23.htm
2023-12-12T12:17:41-05:00,"Decheng Capital Management III , LLC",13F-HR/A,https://www.sec.gov/Archives/edgar/data/1747821/000110465923125265/xslForm13F_X02/primary_doc.xml
2023-12-12T06:17:11-05:00,Sea Ltd,144,https://www.sec.gov/Archives/edgar/data/1703399/000200368323000001/xsl144X01/primary_doc.xml
2023-12-12T06:09:07-05:00,Sea Ltd,144,https://www.sec.gov/Archives/edgar/data/1703399/000174351223000004/xsl144X01/primary_doc.xml
2023-12-11T15:59:34-05:00,"HEADINVEST, LLC",13F-HR,https://www.sec.gov/Archives/edgar/data/1372130/000137213023000004/xslForm13F_X02/primary_doc.xml
2023-12-11T06:07:20-05:00,"Sunbelt Securities, Inc.",13F-HR,https://www.sec.gov/Archives/edgar/data/1632932/000106299323022252/xslForm13F_X02/primary_doc.xml
2023-12-08T16:46:55-05:00,Sea Ltd,CORRESP,https://www.sec.gov/Archives/edgar/data/1703399/000114036123057003/filename1.htm
2023-12-08T14:36:10-05:00,Ferrovial SE,LETTER,https://www.sec.gov/Archives/edgar/data/1468522/000000000023013430/filename1.pdf
2023-12-07T20:17:27-05:00,BioNTech SE,6-K,https://www.sec.gov/Archives/edgar/data/1776985/000177698523000076/form6-kmrnavictoriasigning.htm
2023-12-07T19:28:03-05:00,Raleigh Capital Management Inc.,13F-HR/A,https://www.sec.gov/Archives/edgar/data/1911726/000191172623000006/xslForm13F_X02/primary_doc.xml
2023-12-07T16:56:58-05:00,Next.e.GO N.V.,F-1/A,https://www.sec.gov/Archives/edgar/data/1942808/000121390023094095/ff12023a1_nextegonv.htm
2023-12-07T11:54:10-05:00,Hudson Bay Capital Management LP,13F-HR/A,https://www.sec.gov/Archives/edgar/data/1393825/000139382523000231/xslForm13F_X02/primary_doc.xml
2023-12-07T11:45:52-05:00,Fresenius Medical Care AG,SC 13D/A,https://www.sec.gov/Archives/edgar/data/904868/000114036123056589/ef20015734_sc13da.htm
2023-12-07T11:45:52-05:00,Fresenius SE & Co. KGaA,SC 13D/A,https://www.sec.gov/Archives/edgar/data/904868/000114036123056589/ef20015734_sc13da.htm
2023-12-06T16:23:36-05:00,"VisionPoint Advisory Group, LLC",13F-HR,https://www.sec.gov/Archives/edgar/data/1750924/000175092423000005/xslForm13F_X02/primary_doc.xml
2023-12-06T13:36:56-05:00,Raleigh Capital Management Inc.,13F-HR,https://www.sec.gov/Archives/edgar/data/1911726/000191172623000005/xslForm13F_X02/primary_doc.xml
2023-12-06T09:31:17-05:00,CITIGROUP INC,13F-HR/A,https://www.sec.gov/Archives/edgar/data/831001/000083100123000151/xslForm13F_X02/primary_doc.xml
2023-12-05T11:14:56-05:00,SE Ventures Fund II LP,D/A,https://www.sec.gov/Archives/edgar/data/1951973/000195197323000001/xslFormDX01/primary_doc.xml
2023-12-05T09:36:06-05:00,Sea Ltd,LETTER,https://www.sec.gov/Archives/edgar/data/1703399/000000000023013211/filename1.pdf
2023-12-05T08:50:22-05:00,Valneva SE,6-K,https://www.sec.gov/Archives/edgar/data/1836564/000117184323007431/f6k_120523.htm
2023-12-04T09:55:21-05:00,TUCKER ASSET MANAGEMENT LLC,13F-HR,https://www.sec.gov/Archives/edgar/data/1870012/000139834423022120/xslForm13F_X02/primary_doc.xml
2023-12-04T06:13:18-05:00,Phoenix Holdings Ltd.,13F-HR/A,https://www.sec.gov/Archives/edgar/data/1679543/000117891323003838/xslForm13F_X02/primary_doc.xml
2023-12-04T06:11:30-05:00,Phoenix Holdings Ltd.,13F-HR/A,https://www.sec.gov/Archives/edgar/data/1679543/000117891323003836/xslForm13F_X02/primary_doc.xml
2023-12-01T16:33:07-05:00,TotalEnergies Gestion USA SARL,4,https://www.sec.gov/Archives/edgar/data/879764/000110465923122871/xslF345X05/tm2329393-4_4seq1.xml
2023-12-01T16:33:07-05:00,TotalEnergies SE,4,https://www.sec.gov/Archives/edgar/data/879764/000110465923122871/xslF345X05/tm2329393-4_4seq1.xml
2023-12-01T16:33:07-05:00,"TotalEnergies Renewables USA, LLC",4,https://www.sec.gov/Archives/edgar/data/879764/000110465923122871/xslF345X05/tm2329393-4_4seq1.xml
2023-12-01T16:33:07-05:00,"TotalEnergies Holdings USA, Inc.",4,https://www.sec.gov/Archives/edgar/data/879764/000110465923122871/xslF345X05/tm2329393-4_4seq1.xml
2023-12-01T16:33:07-05:00,"Clearway Energy, Inc.",4,https://www.sec.gov/Archives/edgar/data/879764/000110465923122871/xslF345X05/tm2329393-4_4seq1.xml
2023-12-01T16:33:07-05:00,"TotalEnergies Delaware, Inc.",4,https://www.sec.gov/Archives/edgar/data/879764/000110465923122871/xslF345X05/tm2329393-4_4seq1.xml
